1643204079878;47.282135535500714;-1.52019192291346;longMobile
1643204080848;47.282137423851914;-1.5201796743784801;longMobile
1643204081907;47.28214232769543;-1.5201646564774076;longMobile
1643204082936;47.2821474912779;-1.52015038600171;longMobile
1643204083779;47.28215408688621;-1.5201348412926958;longMobile
1643204084797;47.28215944006573;-1.520123739203791;longMobile
1643204085824;47.28216340263933;-1.520105357460641;longMobile
1643204086777;47.28216979010385;-1.520086908615506;longMobile
1643204087798;47.282175797501495;-1.5200669838584608;longMobile
1643204088841;47.282181637936155;-1.5200470347002215;longMobile
1643204089792;47.28218957379659;-1.5200317336282096;longMobile
1643204090788;47.28219805946381;-1.5200172681798931;longMobile
1643204091850;47.28220636032885;-1.5200018679136467;longMobile
1643204092847;47.28221644515941;-1.5199832188141527;longMobile
1643204093823;47.28222546214812;-1.5199707823254232;longMobile
1643204094793;47.28223346137813;-1.5199613449855935;longMobile
1643204095800;47.28224338827801;-1.5199498659085409;longMobile
1643204096969;47.28224873113563;-1.5199389053507741;longMobile
1643204097860;47.28226235448425;-1.519922484336315;longMobile
1643204098790;47.282274435917614;-1.5199093306346365;longMobile
1643204099888;47.28228044239505;-1.5199028414915108;longMobile
1643204100863;47.28229361492947;-1.5198914888712514;longMobile
1643204101846;47.2823047099945;-1.5198773820298592;longMobile
1643204102855;47.282312895940315;-1.519865741790903;longMobile
1643204103877;47.28232186826139;-1.519854089492848;longMobile
1643204104906;47.282329293001496;-1.519842119105447;longMobile
1643204105810;47.28233849613555;-1.5198264753931094;longMobile
1643204106881;47.282349247798955;-1.5198117007190823;longMobile
1643204107940;47.2823573061186;-1.519796561843386;longMobile
1643204108888;47.282368084490464;-1.5197788930186882;longMobile
1643204109843;47.282375589676235;-1.5197682393070715;longMobile
1643204110792;47.28238553117625;-1.5197558352159197;longMobile
1643204111822;47.28239372801777;-1.5197438065386777;longMobile
1643204112796;47.28240618653813;-1.5197301982719758;longMobile
1643204113807;47.282414744768715;-1.5197183873880078;longMobile
1643204114787;47.28242252859806;-1.5197073244867179;longMobile
1643204115756;47.28242788938526;-1.5197009959685008;longMobile
1643204116881;47.28243271032925;-1.5196912464676042;longMobile
1643204117863;47.28243813553564;-1.519677137352811;longMobile
1643204118866;47.282442047576005;-1.5196626547841856;longMobile
1643204119876;47.28244738584087;-1.5196461255611577;longMobile
1643204120847;47.28245376677221;-1.5196279529907328;longMobile
1643204121917;47.28245839419692;-1.5196115831727617;longMobile
1643204122876;47.28245806361028;-1.5195953440538128;longMobile
1643204123834;47.28246090997125;-1.5195818932226564;longMobile
1643204124828;47.282465707010715;-1.519564319386612;longMobile
1643204125779;47.282470322494056;-1.5195454367664647;longMobile
1643204126876;47.28247301045044;-1.5195271922903382;longMobile
1643204127849;47.282476897324564;-1.5195107305751285;longMobile
1643204128810;47.282478978135046;-1.5194959512239687;longMobile
1643204129937;47.28248058135892;-1.5194818059665438;longMobile
1643204130783;47.2824853607864;-1.5194662850004435;longMobile
1643204131760;47.28248932252497;-1.5194516560018732;longMobile
1643204132940;47.282492835388965;-1.5194391621681276;longMobile
1643204133803;47.28249590527398;-1.5194256287238945;longMobile
1643204134829;47.28249967292279;-1.5194110940463015;longMobile
1643204135940;47.28250364085934;-1.5193975381437994;longMobile
1643204136806;47.282511176013465;-1.51938485392569;longMobile
1643204137865;47.28251905419071;-1.519369824439754;longMobile
1643204138930;47.28252788345716;-1.5193570002369556;longMobile
1643204139807;47.282535235946646;-1.5193427556075212;longMobile
1643204140876;47.282542413288375;-1.5193276551656547;longMobile
1643204141787;47.28254930865462;-1.519311420536591;longMobile
1643204142884;47.28255356739645;-1.5192962185705077;longMobile
1643204143797;47.28255838710113;-1.5192800700243831;longMobile
1643204144889;47.282563924799895;-1.5192628311357481;longMobile
1643204145806;47.282570201401306;-1.5192455028481733;longMobile
1643204146921;47.282576161398254;-1.5192295126578426;longMobile
1643204147792;47.28258528770426;-1.5192095457964854;longMobile
1643204148808;47.28259117917233;-1.5191941982796024;longMobile
1643204149961;47.28260128822889;-1.519173882910583;longMobile
1643204150968;47.282614503612294;-1.5191562208627567;longMobile
1643204151930;47.28262548981822;-1.5191432743938427;longMobile
1643204152882;47.282634871141255;-1.5191309859047972;longMobile
1643204153838;47.28264120186179;-1.5191172151765413;longMobile
1643204154837;47.28264582143068;-1.5191014704765544;longMobile
1643204155822;47.2826495734401;-1.5190843885065595;longMobile
1643204156816;47.28264784257275;-1.5190658922465194;longMobile
1643204157980;47.282647159058335;-1.5190456958637575;longMobile
1643204158964;47.2826457401284;-1.5190258184125587;longMobile
1643204159770;47.282642385686486;-1.5190082352602494;longMobile
1643204160958;47.28263791415617;-1.5189922047602533;longMobile
1643204161969;47.282632143495654;-1.5189756640535554;longMobile
1643204162971;47.28262466644637;-1.5189558588572376;longMobile
1643204163804;47.28261658029805;-1.5189313980877466;longMobile
1643204164819;47.282609773339246;-1.5189084963589137;longMobile
1643204165872;47.282606351569186;-1.5188895963116102;longMobile
1643204166928;47.282606638854105;-1.5188657042564462;longMobile
1643204167958;47.28261044874913;-1.5188455542461197;longMobile
1643204168808;47.28261832726809;-1.5188350841984415;longMobile
1643204169865;47.28262858478772;-1.518822123932896;longMobile
1643204170956;47.28264041569002;-1.5188101137641192;longMobile
1643204171843;47.2826570126748;-1.5187974857833657;longMobile
1643204172924;47.28267321469812;-1.5187866423295155;longMobile
1643204173810;47.282690683808646;-1.5187828524238183;longMobile
1643204174938;47.28270772199828;-1.5187857001326932;longMobile
1643204175815;47.28272553949932;-1.5187937689977737;longMobile
1643204176911;47.282739509320635;-1.5188028604093673;longMobile
1643204177819;47.28275371334973;-1.5188172033844545;longMobile
1643204178953;47.282763971238865;-1.5188350941911761;longMobile
1643204179916;47.28277199519146;-1.5188513997832642;longMobile
1643204180817;47.2827831250517;-1.5188602163696814;longMobile
1643204181931;47.28279269055098;-1.5188736168614045;longMobile
1643204182821;47.28280181244228;-1.5188852815625837;longMobile
1643204183950;47.282811504692546;-1.5188973778269765;longMobile
1643204184855;47.28282029285626;-1.518911267546957;longMobile
1643204185779;47.28282960669253;-1.518926141609111;longMobile
1643204186932;47.28283916793732;-1.518941567504203;longMobile
1643204187851;47.28284745897513;-1.5189523795029432;longMobile
1643204188996;47.28285859611061;-1.5189636306673249;longMobile
1643204189919;47.28286866906077;-1.5189764274371746;longMobile
1643204190842;47.28287743730313;-1.5189845215342834;longMobile
1643204191794;47.2828864006555;-1.5189949374974119;longMobile
1643204192786;47.28289669111624;-1.5190069397320314;longMobile
1643204193929;47.28290633539644;-1.519016699937896;longMobile
